surface,reading,romaji,pos,frequency,short_translation,detailed_translation,used_in_sentence
復習,フクシュー,fukushuu,名詞-普通名詞-サ変可能,1,review,The act of going over or studying material again; it involves revisiting the learned material to reinforce knowledge or understanding.,テストの前に復習をすることが重要です。
復しゅう,フクシュー,fuku,名詞-普通名詞-サ変可能,1,Revenge,The act of seeking retribution or payback for a wrong or harm done. It can involve retaliatory actions taken against someone in return for an offense.,彼は友人のために復しゅうを誓った。
度,ド,do,名詞-普通名詞-助数詞可能,1,frequency,"'度' is a noun that can mean frequency, occurrence, or instance, often used to count the occurrences of an event. It can also mean 'degree' as a unit of measurement for angles or temperature.",この問題は三度も発生した。
年,ネン,nen,名詞-普通名詞-助数詞可能,1,year,Refers to a period of 12 months or 365 days. It can also be used as a counter for years in Japanese.,私はこの町に十年以上住んでいます。
性,セー,sei,接尾辞-名詞的-一般,1,nature,"This suffix indicates a trait or characteristic quality, often used to form nouns describing nature, characteristics, or types.",彼の性格は温厚です。
安定,アンテー,antei,名詞-普通名詞-サ変形状詞可能,1,stability,"Stability refers to a state of being stable, where something is steady and not prone to change or fluctuate significantly. It can include financial stability, emotional stability or physical stability.",この地域の経済は安定しています。
戦っ,タタカッ,tatakatsu,動詞-一般,1,fight,"The word is a verb that means 'fight' in the sense of engaging in a battle or conflict, either physically or metaphorically.",彼は勇敢に戦った。
我慢,ガマン,gaman,名詞-普通名詞-サ変可能,1,endurance,"The word '我慢' refers to the ability to endure, practice patience, or tolerate discomfort or hardship without complaint. It can also mean perseverance or self-control.",彼は我慢して長時間働き続けた。
懸け,カケ,kake,動詞-非自立可能,1,bet,"To bet or wager something, often involving risk or the potential for loss or gain, as in placing a bet in a game or taking a risk in various situations.",彼は試合にすべてを懸けた。
実体,ジッタイ,jittai,名詞-普通名詞-一般,1,entity,Entity; a thing with distinct and independent existence. It can also refer to the substance or essence of something.,そのプログラムはデータベース内の全ての実体を管理します。
憎ん,ニクン,nikun,動詞-一般,1,hate,"The word '憎ん' is the pre-masu stem form of '憎む', which means to hate or to detest someone or something. It conveys strong dislike or aversion.",彼はその犯罪者を心から憎んでいる。
家,イエ,ie,名詞-普通名詞-一般,1,house,"A building where people live, typically consisting of a ground floor and one or more upper floors, providing shelter and a place of residence.",私の家は大きいです。
家,カ,ie,接尾辞-名詞的-一般,1,house,"When used as a suffix, '-家' can denote a person associated with a particular skill or field, similar to '-ist' or '-er' in English. It can also simply mean 'house' or 'home' in other contexts.",彼は音楽家です。
後,ゴ,nochi,接尾辞-名詞的-副詞可能,1,after,"This is a suffix that can follow nouns in Japanese to indicate the sense of 'after' or 'later,' suggesting a sequence in time. It is used to express a timeframe or sequence, such as after a certain event or period.",試験の後、映画を見に行きます。
屋,ヤ,ya,接尾辞-名詞的-一般,1,store,"The suffix 屋 attaches to a variety of nouns to mean 'a person who specializes in or works at something', or 'a shop or business dealing with something'. For example, 本屋 means 'bookstore', and 魚屋 means 'fishmonger'.",彼はパン屋で働いています。
恐れ,オソレ,osore,動詞-一般,1,fear,The action or feeling of being afraid or anxious about a possible or probable situation or event.,彼は失敗することを恐れている。
山崩れ,ヤマクズレ,yamakuzure,名詞-普通名詞-サ変可能,1,landslide,"A geological phenomenon where a large mass of earth, rocks, and debris falls down a slope, typically triggered by factors like heavy rain, earthquakes, or volcanic activity.",豪雨で山崩れが発生した。
岩,イワ,iwa,名詞-普通名詞-一般,1,rock,"A solid mineral material forming part of the surface of the earth and other similar planets, exposed on the surface or underlying the soil.",大きな岩が川の中にある。
意地,イジ,iji,名詞-普通名詞-一般,1,stubbornness,"A strong or firm resolution in one's own ideas, often associated with an unwillingness to listen to others or change one's mind. It can imply a sense of determination driven by one's own interest or pride.",彼は意地を張って、謝らなかった。
意味,イミ,imi,名詞-普通名詞-サ変可能,1,meaning,"A concept, definition, or explanation intended to convey a significance or the inherent value of something; often used in contexts where interpretation or understanding is required.",この単語の意味を教えてください。
帰さ,カエサ,kaesa,動詞-一般,1,return,To return someone or something to its original place. It can be used when talking about sending someone home or putting something back.,彼を家に帰さなければなりません。
悪かっ,ワルカッ,waruka,形容詞-一般,1,bad,"This word is the past tense form of the adjective '悪い (warui),' which means 'bad,' 'evil,' or 'poor.' It is used to describe something that was bad or unfavorable in a previous situation or event.",昨日の天気は悪かった。
悪,アク,aku,名詞-普通名詞-一般,1,evil,"The word '悪' translates to 'evil' or 'wrong'. It can refer to something immoral, harmful, or undesirable. It is often used in a context that discusses morals or ethics.",その行動は悪だと思います。
恐れ多く,オソレオーク,osoreooku,形容詞-一般,1,intimidating,"This adjective is used to describe something that induces a feeling of awe or reverence, often due to its impressive, sacred, or overwhelming nature. It conveys a sense of being humbled by something significant or grand.",彼の恐れ多くも王の前にひざまずいた。
敵,テキ,teki,名詞-普通名詞-一般,1,enemy,"A person or group that is opposed or hostile to someone or something, often implying a competitor or adversary in some context.",彼は敵と戦っている。
津波,ツナミ,tsunami,名詞-普通名詞-一般,1,tsunami,"A tsunami is a series of powerful ocean waves caused by large-scale disturbances such as earthquakes, volcanic eruptions, or underwater landslides. These waves can travel at high speeds and cause significant destruction when they reach coastal areas.",地震の後、津波警報が発令された。
